"Aeroporto","Semana","Voos_como_Destino","Voos_como_Origem","Total_Voos"
"SBBR",49,822,818,1640
"SBBR",50,821,813,1634
"SBBR",51,881,857,1738
"SBBR",52,824,823,1647
"SBBR",53,234,220,454
"SBIH",1,4,4,8
"SBIH",2,6,6,12
"SBIH",3,8,8,16
"SBIH",4,8,8,16
"SBIH",5,8,8,16
"SBIH",6,6,6,12
"SBIH",7,4,3,7
"SBIH",8,6,4,10
"SBIH",9,2,2,4
"SBIH",10,3,3,6
"SBIH",11,3,3,6
"SBIH",20,1,1,2
"SBIH",21,3,3,6
"SBIH",22,3,3,6
"SBIH",23,3,3,6
"SBIH",24,2,3,5
"SBIH",25,3,3,6
"SBIH",26,2,3,5
"SBIH",27,5,5,10
"SBIH",28,4,5,9
"SBIH",29,5,5,10
"SBIH",30,6,6,12
"SBIH",31,4,4,8
"SBIH",32,3,3,6
"SBIH",33,3,3,6
"SBIH",34,3,3,6
"SBIH",35,3,3,6
"SBIH",36,6,6,12
"SBIH",37,7,7,14
"SBIH",38,4,4,8
"SBIH",39,4,4,8
"SBIH",40,5,5,10
"SBIH",41,7,7,14
"SBIH",42,7,7,14
"SBIH",43,7,7,14
"SBIH",44,5,5,10
"SBIH",45,6,6,12
"SBIH",46,6,6,12
"SBIH",47,7,7,14
"SBIH",48,4,4,8
"SBIH",49,5,5,10
"SBIH",50,5,5,10
"SBIH",51,6,6,12
"SBIH",52,5,5,10
"SBIH",53,2,2,4
"SBSI",1,22,22,44
"SBSI",2,26,26,52
"SBSI",3,26,26,52
"SBSI",4,26,26,52
"SBSI",5,26,26,52
"SBSI",6,25,25,50
"SBSI",7,27,27,54
"SBSI",8,21,21,42
"SBSI",9,26,26,52
"SBSI",10,27,27,54
"SBSI",11,26,26,52
"SBSI",12,12,12,24
"SBSI",27,8,8,16
"SBSI",28,5,5,10
"SBSI",29,9,9,18
"SBSI",30,8,8,16
"SBSI",31,9,9,18
"SBSI",32,12,12,24
"SBSI",33,13,13,26
"SBSI",34,13,13,26
"SBSI",35,13,13,26
"SBSI",36,13,13,26
"SBSI",37,16,16,32
"SBSI",38,8,8,16
"SBSI",39,12,12,24
"SBSI",40,15,15,30
"SBSI",41,13,13,26
"SBSI",42,14,14,28
"SBSI",43,15,15,30
"SBSI",44,12,13,25
"SBSI",45,15,15,30
"SBSI",46,15,15,30
"SBSI",47,14,14,28
"SBSI",48,16,16,32
"SBSI",49,18,18,36
"SBSI",50,17,17,34
"SBSI",51,17,17,34
"SBSI",52,15,15,30
"SBSI",53,4,4,8
"SBAE",1,53,52,105
"SBAE",2,57,58,115
"SBAE",3,51,51,102
"SBAE",4,47,47,94
"SBAE",5,44,44,88
"SBAE",6,43,43,86
"SBAE",7,44,45,89
"SBAE",8,36,35,71
"SBAE",9,41,39,80
"SBAE",10,42,43,85
"SBAE",11,34,34,68
"SBAE",12,19,17,36
"SBAE",19,5,5,10
"SBAE",20,12,13,25
"SBAE",21,13,14,27
"SBAE",22,13,13,26
"SBAE",23,15,14,29
"SBAE",24,16,16,32
"SBAE",25,17,18,35
"SBAE",26,20,22,42
"SBAE",27,15,16,31
"SBAE",28,6,6,12
"SBAE",29,6,6,12
"SBAE",30,6,6,12
"SBAE",31,6,6,12
"SBAE",32,6,6,12
"SBAE",33,6,6,12
"SBAE",34,6,6,12
"SBAE",35,6,6,12
"SBAE",36,5,5,10
"SBAE",37,8,7,15
"SBAE",38,11,12,23
"SBAE",39,11,10,21
"SBAE",40,12,12,24
"SBAE",41,10,10,20
"SBAE",42,12,12,24
"SBAE",43,12,12,24
"SBAE",44,10,11,21
"SBAE",45,14,13,27
"SBAE",46,14,15,29
"SBAE",47,12,12,24
"SBAE",48,17,16,33
"SBAE",49,11,11,22
"SBAE",50,11,12,23
"SBAE",51,11,12,23
"SBAE",52,9,10,19
"SBAE",53,3,3,6
"SBRF",1,759,765,1524
"SBRF",2,806,803,1609
"SBRF",3,802,805,1607
"SBRF",4,792,798,1590
"SBRF",5,772,774,1546
"SBRF",6,738,739,1477
"SBRF",7,732,732,1464
"SBRF",8,671,668,1339
"SBRF",9,709,712,1421
"SBRF",10,711,707,1418
"SBRF",11,699,700,1399
"SBRF",12,450,453,903
"SBRF",13,89,95,184
"SBRF",14,57,57,114
"SBRF",15,59,61,120
"SBRF",16,67,66,133
"SBRF",17,62,63,125
"SBRF",18,61,64,125
"SBRF",19,80,79,159
"SBRF",20,81,79,160
"SBRF",21,76,75,151
"SBRF",22,89,88,177
"SBRF",23,104,105,209
"SBRF",24,108,111,219
"SBRF",25,151,154,305
"SBRF",26,163,163,326
"SBRF",27,169,165,334
"SBRF",28,198,198,396
"SBRF",29,224,223,447
"SBRF",30,215,213,428
"SBRF",31,220,213,433
"SBRF",32,236,242,478
"SBRF",33,243,242,485
"SBRF",34,240,243,483
"SBRF",35,247,247,494
"SBRF",36,299,298,597
"SBRF",37,293,296,589
"SBRF",38,280,278,558
"SBRF",39,282,280,562
"SBRF",40,361,355,716
"SBRF",41,427,423,850
"SBRF",42,457,457,914
"SBRF",43,445,446,891
"SBRF",44,429,432,861
"SBRF",45,479,480,959
"SBRF",46,524,521,1045
"SBRF",47,524,519,1043
"SBRF",48,529,520,1049
"SBRF",49,558,561,1119
"SBRF",50,607,604,1211
"SBRF",51,662,659,1321
"SBRF",52,594,586,1180
"SBRF",53,167,168,335
"SBBU",29,1,1,2
"SBBU",33,1,1,2
"SBBU",40,2,1,3
"SBBU",42,2,1,3
"SBBU",43,1,1,2
"SBBU",48,2,2,4
"SBBU",50,1,1,2
"SBKP",1,975,987,1962
"SBKP",2,1092,1098,2190
"SBKP",3,1108,1099,2207
"SBKP",4,1085,1086,2171
"SBKP",5,1124,1121,2245
"SBKP",6,1139,1136,2275
"SBKP",7,1137,1132,2269
"SBKP",8,933,931,1864
"SBKP",9,1030,1030,2060
"SBKP",10,1093,1088,2181
"SBKP",11,1015,1005,2020
"SBKP",12,577,543,1120
"SBKP",13,238,249,487
"SBKP",14,198,192,390
"SBKP",15,210,199,409
"SBKP",16,209,199,408
"SBKP",17,227,211,438
"SBKP",18,224,226,450
"SBKP",19,289,264,553
"SBKP",20,322,320,642
"SBKP",21,326,300,626
"SBKP",22,323,316,639
"SBKP",23,343,302,645
"SBKP",24,359,345,704
"SBKP",25,387,371,758
"SBKP",26,433,432,865
"SBKP",27,405,407,812
"SBKP",28,439,426,865
"SBKP",29,482,481,963
"SBKP",30,492,478,970
"SBKP",31,488,489,977
"SBKP",32,540,538,1078
"SBKP",33,541,542,1083
"SBKP",34,570,563,1133
"SBKP",35,567,570,1137
"SBKP",36,572,565,1137
"SBKP",37,628,633,1261
"SBKP",38,676,661,1337
"SBKP",39,671,669,1340
"SBKP",40,711,735,1446
"SBKP",41,684,680,1364
"SBKP",42,799,798,1597
"SBKP",43,805,809,1614
"SBKP",44,798,800,1598
"SBKP",45,918,928,1846
"SBKP",46,923,929,1852
"SBKP",47,908,913,1821
"SBKP",48,912,927,1839
"SBKP",49,924,930,1854
"SBKP",50,961,966,1927
"SBKP",51,968,986,1954
"SBKP",52,785,791,1576
"SBKP",53,237,216,453
"SBUR",1,14,14,28
"SBUR",2,13,13,26
"SBUR",3,12,12,24
"SBUR",4,12,12,24
"SBUR",5,16,15,31
"SBUR",6,20,20,40
"SBUR",7,20,20,40
"SBUR",8,14,15,29
"SBUR",9,20,19,39
"SBUR",10,20,20,40
"SBUR",11,17,17,34
"SBUR",12,4,7,11
"SBPG",1,4,4,8
"SBPG",2,6,6,12
"SBPG",3,3,3,6
"SBPG",4,15,15,30
"SBPG",5,15,15,30
"SBPG",6,17,17,34
"SBPG",7,17,17,34
"SBPG",8,15,15,30
"SBPG",9,16,16,32
"SBPG",10,16,16,32
"SBPG",11,13,13,26
"SBPG",12,3,3,6
"SBPG",44,2,2,4
"SBPG",45,4,4,8
"SBPG",46,3,3,6
"SBPG",47,3,3,6
"SBPG",48,4,4,8
"SBPG",49,4,4,8
"SBPG",50,4,4,8
"SBPG",51,4,4,8
"SBPG",52,4,4,8
"SBPG",53,2,2,4
"SBTU",49,1,1,2
"SBMG",1,82,82,164
"SBMG",2,85,85,170
"SBMG",3,80,80,160
"SBMG",4,79,80,159
"SBMG",5,81,81,162
"SBMG",6,80,80,160
"SBMG",7,77,78,155
"SBMG",8,63,63,126
"SBMG",9,83,81,164
"SBMG",10,89,90,179
"SBMG",11,85,86,171
"SBMG",12,42,44,86
"SBMG",13,3,4,7
"SBMG",15,1,1,2
"SBMG",16,1,1,2
"SBMG",17,1,1,2
"SBMG",18,1,1,2
"SBMG",19,1,1,2
"SBMG",20,1,1,2
"SBMG",21,2,2,4
"SBMG",22,1,1,2
"SBMG",23,3,3,6
"SBMG",24,2,2,4
"SBMG",25,3,3,6
"SBMG",26,3,3,6
"SBMG",27,4,4,8
"SBMG",28,4,4,8
"SBMG",29,9,9,18
"SBMG",30,8,8,16
"SBMG",31,9,9,18
"SBMG",32,11,11,22
"SBMG",33,11,11,22
"SBMG",34,13,13,26
"SBMG",35,13,13,26
"SBMG",36,14,14,28
"SBMG",37,17,16,33
"SBMG",38,22,23,45
"SBMG",39,22,22,44
"SBMG",40,32,30,62
"SBMG",41,33,30,63
"SBMG",42,45,45,90
"SBMG",43,47,47,94
"SBMG",44,38,39,77
"SBMG",45,48,49,97
"SBMG",46,45,47,92
"SBMG",47,46,44,90
"SBMG",48,37,38,75
"SBMG",51,51,50,101
"SBMG",52,44,43,87
"SBMG",53,12,12,24
"SBPV",1,54,52,106
"SBPV",2,56,56,112
"SBPV",3,55,55,110
"SBPV",4,56,56,112
"SBPV",5,56,57,113
"SBPV",6,58,59,117
"SBPV",7,56,56,112
"SBPV",8,48,47,95
"SBPV",9,53,56,109
"SBPV",10,60,58,118
"SBPV",11,57,57,114
"SBPV",12,47,49,96
"SBPV",13,9,11,20
"SBPV",14,8,8,16
"SBPV",15,8,8,16
"SBPV",16,5,5,10
"SBPV",17,12,12,24
"SBPV",18,11,11,22
"SBPV",19,15,14,29
"SBPV",20,15,15,30
"SBPV",21,15,15,30
"SBPV",22,15,15,30
"SBPV",23,15,13,28
"SBPV",24,13,13,26
"SBPV",25,16,16,32
"SBPV",26,17,17,34
"SBPV",27,26,24,50
"SBPV",28,26,25,51
"SBPV",29,27,27,54
"SBPV",30,31,31,62
"SBPV",31,32,30,62
"SBPV",32,32,33,65
"SBPV",33,40,40,80
"SBPV",34,42,42,84
"SBPV",35,42,42,84
"SBPV",36,46,45,91
"SBPV",37,44,45,89
"SBPV",38,37,38,75
"SBPV",39,37,37,74
"SBPV",40,45,43,88
"SBPV",41,42,41,83
"SBPV",42,47,47,94
"SBPV",43,48,48,96
"SBPV",44,42,42,84
"SBPV",45,45,43,88
"SBPV",46,45,43,88
"SBPV",47,38,38,76
"SBPV",48,42,39,81
"SBPV",49,46,46,92
"SBPV",50,47,44,91
"SBPV",51,55,49,104
"SBPV",52,49,48,97
"SBPV",53,13,14,27
"SBAQ",1,4,4,8
"SBAQ",2,4,4,8
"SBAQ",3,5,5,10
"SBAQ",4,3,3,6
"SBAQ",5,5,5,10
"SBAQ",6,4,4,8
"SBAQ",7,4,5,9
"SBAQ",8,2,2,4
"SBAQ",9,4,4,8
"SBAQ",10,5,5,10
"SBAQ",11,4,4,8
"SBAQ",12,2,2,4
"SBSJ",1,6,5,11
"SBSJ",2,7,7,14
"SBSJ",3,6,6,12
"SBSJ",4,5,5,10
"SBSJ",5,6,5,11
"SBSJ",6,8,8,16
"SBSJ",7,7,8,15
"SBSJ",8,6,6,12
"SBSJ",9,8,9,17
"SBSJ",10,7,7,14
"SBSJ",11,8,8,16
"SBSJ",12,4,5,9
"SBSJ",25,1,0,1
"SBSJ",29,2,0,2
"SBSJ",30,1,0,1
"SBSJ",32,1,3,4
"SBSJ",33,2,1,3
"SBSJ",34,1,0,1
"SBSJ",37,0,2,2
"SBSJ",38,3,3,6
"SBSJ",40,1,0,1
"SBSJ",41,2,0,2
"SBSJ",43,2,1,3
"SBSJ",45,1,1,2
"SBSJ",52,3,2,5
"SBCP",1,4,4,8
"SBCP",2,5,5,10
"SBCP",3,5,5,10
"SBCP",4,5,5,10
"SBCP",5,7,7,14
"SBCP",6,10,10,20
"SBCP",7,10,10,20
"SBCP",8,7,7,14
"SBCP",9,10,10,20
"SBCP",10,11,11,22
"SBCP",11,8,8,16
"SBCP",12,6,6,12
"SBCP",46,8,8,16
"SBCP",47,8,8,16
"SBCP",48,8,8,16
"SBCP",49,10,10,20
"SBCP",50,9,9,18
"SBCP",51,10,9,19
"SBCP",52,6,6,12
"SBCP",53,2,2,4
"SBUA",2,3,3,6
"SBUA",3,3,3,6
"SBUA",4,3,3,6
"SBUA",5,3,3,6
"SBUA",6,3,3,6
"SBUA",7,3,3,6
"SBUA",8,3,3,6
"SBUA",9,2,2,4
"SBUA",10,3,3,6
"SBUA",11,2,2,4
"SBUA",12,1,1,2
"SBUA",27,0,1,1
"SBUA",28,2,2,4
"SBUA",29,2,2,4
"SBUA",30,2,2,4
"SBUA",31,1,1,2
"SBUA",36,2,2,4
"SBUA",37,2,2,4
"SBUA",38,1,1,2
"SBUA",40,2,2,4
"SBUA",41,3,3,6
"SBUA",42,3,3,6
"SBUA",43,3,3,6
"SBUA",44,3,3,6
"SBUA",45,3,3,6
"SBUA",47,2,2,4
"SBUA",48,1,1,2
"SBPS",1,235,232,467
"SBPS",2,224,225,449
"SBPS",3,218,218,436
"SBPS",4,205,208,413
"SBPS",5,185,186,371
"SBPS",6,141,141,282
"SBPS",7,140,140,280
"SBPS",8,163,158,321
"SBPS",9,154,158,312
"SBPS",10,130,131,261
"SBPS",11,131,128,259
"SBPS",12,117,108,225
"SBPS",13,15,16,31
"SBPS",14,4,4,8
"SBPS",15,3,3,6
"SBPS",24,4,4,8
"SBPS",25,4,4,8
"SBPS",26,6,6,12
"SBPS",27,10,10,20
"SBPS",28,9,9,18
"SBPS",29,11,12,23
"SBPS",30,15,15,30
"SBPS",31,15,15,30
"SBPS",32,16,17,33
"SBPS",33,18,18,36
"SBPS",34,18,18,36
"SBPS",35,19,19,38
"SBPS",36,28,29,57
"SBPS",37,25,24,49
"SBPS",38,32,32,64
"SBPS",39,32,32,64
"SBPS",40,32,33,65
"SBPS",41,50,49,99
"SBPS",42,50,51,101
"SBPS",43,44,42,86
"SBPS",44,49,50,99
"SBPS",45,69,71,140
"SBPS",46,70,69,139
"SBPS",47,73,74,147
"SBPS",48,74,73,147
"SBPS",49,75,75,150
"SBPS",50,90,90,180
"SBPS",51,138,135,273
"SBPS",52,170,167,337
"SBPS",53,35,42,77
"SBSL",1,128,124,252
"SBSL",2,139,139,278
"SBSL",3,134,137,271
"SBSL",4,131,136,267
"SBSL",5,124,126,250
"SBSL",6,117,116,233
"SBSL",7,118,118,236
"SBSL",8,99,99,198
"SBSL",9,116,114,230
"SBSL",10,117,117,234
"SBSL",11,118,118,236
"SBSL",12,83,83,166
"SBSL",13,19,23,42
"SBSL",14,16,16,32
"SBSL",15,16,15,31
"SBSL",16,14,13,27
"SBSL",17,15,15,30
"SBSL",18,10,11,21
"SBSL",19,10,10,20
"SBSL",20,11,11,22
"SBSL",21,15,13,28
"SBSL",22,17,16,33
"SBSL",23,19,19,38
"SBSL",24,13,13,26
"SBSL",25,21,21,42
"SBSL",26,23,23,46
"SBSL",27,35,35,70
"SBSL",28,38,38,76
"SBSL",29,41,41,82
"SBSL",30,38,37,75
"SBSL",31,41,40,81
"SBSL",32,39,39,78
"SBSL",33,39,39,78
"SBSL",34,41,41,82
"SBSL",35,41,40,81
"SBSL",36,43,41,84
"SBSL",37,56,55,111
"SBSL",38,57,58,115
"SBSL",39,57,57,114
"SBSL",40,61,59,120
"SBSL",41,58,57,115
"SBSL",42,65,64,129
"SBSL",43,64,62,126
"SBSL",44,60,59,119
"SBSL",45,76,73,149
"SBSL",46,73,73,146
"SBSL",47,77,75,152
"SBSL",48,78,75,153
"SBSL",49,102,98,200
"SBSL",50,104,101,205
"SBSL",51,101,100,201
"SBSL",52,91,90,181
"SBSL",53,26,26,52
"SBCN",1,14,14,28
"SBCN",2,13,13,26
"SBCN",3,13,13,26
"SBCN",4,13,13,26
"SBCN",5,11,11,22
"SBCN",6,10,10,20
"SBCN",7,10,10,20
"SBCN",8,8,8,16
"SBCN",9,12,12,24
"SBCN",10,12,12,24
"SBCN",11,12,12,24
"SBCN",12,9,9,18
"SBCN",13,1,1,2
"SBCN",51,4,4,8
"SBCN",52,5,5,10
"SBCN",53,2,2,4
"SBMQ",1,46,46,92
"SBMQ",2,51,50,101
"SBMQ",3,50,50,100
"SBMQ",4,50,51,101
"SBMQ",5,51,51,102
"SBMQ",6,44,44,88
"SBMQ",7,45,45,90
"SBMQ",8,31,31,62
"SBMQ",9,43,43,86
"SBMQ",10,45,45,90
"SBMQ",11,42,42,84
"SBMQ",12,29,30,59
"SBMQ",13,8,8,16
"SBMQ",14,2,2,4
"SBMQ",15,2,2,4
"SBMQ",16,5,5,10
"SBMQ",17,19,19,38
"SBMQ",18,18,20,38
"SBMQ",19,10,10,20
"SBMQ",20,8,8,16
"SBMQ",21,9,9,18
"SBMQ",22,10,10,20
"SBMQ",23,10,10,20
"SBMQ",24,10,10,20
"SBMQ",25,10,10,20
"SBMQ",26,12,12,24
"SBMQ",27,14,14,28
"SBMQ",28,13,13,26
"SBMQ",29,16,16,32
"SBMQ",30,15,15,30
"SBMQ",31,19,17,36
"SBMQ",32,17,17,34
"SBMQ",33,19,19,38
"SBMQ",34,20,20,40
"SBMQ",35,24,24,48
"SBMQ",36,27,27,54
"SBMQ",37,29,29,58
"SBMQ",38,34,34,68
"SBMQ",39,30,30,60
"SBMQ",40,31,31,62
"SBMQ",41,28,30,58
"SBMQ",42,35,37,72
"SBMQ",43,31,34,65
"SBMQ",44,26,27,53
"SBMQ",45,30,31,61
"SBMQ",46,28,28,56
"SBMQ",47,30,32,62
"SBMQ",48,31,31,62
"SBMQ",49,31,31,62
"SBMQ",50,31,30,61
"SBMQ",51,35,35,70
"SBMQ",52,33,33,66
"SBMQ",53,10,10,20
"SBTT",1,6,6,12
"SBTT",2,7,7,14
"SBTT",3,7,7,14
"SBTT",4,7,7,14
"SBTT",5,7,7,14
"SBTT",6,6,6,12
"SBTT",7,6,6,12
"SBTT",8,5,5,10
"SBTT",9,6,6,12
"SBTT",10,7,7,14
"SBTT",11,7,7,14
"SBTT",12,5,5,10
"SBTT",13,3,3,6
"SBTT",14,3,3,6
"SBTT",15,4,4,8
"SBTT",16,1,1,2
"SBTT",27,3,3,6
"SBTT",28,4,4,8
"SBTT",29,4,4,8
"SBTT",30,6,6,12
"SBTT",31,6,6,12
"SBTT",32,5,5,10
"SBTT",33,6,5,11
"SBTT",34,6,6,12
"SBTT",35,6,6,12
"SBTT",36,5,5,10
"SBTT",37,7,7,14
"SBTT",38,7,7,14
"SBTT",39,7,7,14
"SBTT",40,7,7,14
"SBTT",41,5,5,10
"SBTT",42,7,7,14
"SBTT",43,5,5,10
"SBTT",44,6,6,12
"SBTT",45,6,6,12
"SBTT",46,7,7,14
"SBTT",47,6,6,12
"SBTT",48,7,7,14
"SBTT",49,7,7,14
"SBTT",50,7,7,14
"SBTT",51,6,6,12
"SBTT",52,6,6,12
"SBTT",53,2,2,4
"SBBV",1,22,23,45
"SBBV",2,25,24,49
"SBBV",3,24,24,48
"SBBV",4,22,23,45
"SBBV",5,23,23,46
"SBBV",6,24,24,48
"SBBV",7,22,22,44
"SBBV",8,21,21,42
"SBBV",9,24,24,48
"SBBV",10,23,23,46
"SBBV",11,23,23,46
"SBBV",12,18,19,37
"SBBV",13,1,1,2
"SBBV",14,2,2,4
"SBBV",15,2,2,4
"SBBV",16,2,2,4
"SBBV",17,4,4,8
"SBBV",18,5,5,10
"SBBV",19,4,4,8
"SBBV",20,5,5,10
"SBBV",21,5,7,12
"SBBV",22,5,7,12
"SBBV",23,6,6,12
"SBBV",24,4,4,8
"SBBV",25,5,5,10
"SBBV",26,6,7,13
"SBBV",27,9,9,18
"SBBV",28,11,11,22
"SBBV",29,10,10,20
"SBBV",30,7,8,15
"SBBV",31,7,8,15
"SBBV",32,12,12,24
"SBBV",33,12,14,26
"SBBV",34,13,16,29
"SBBV",35,15,17,32
"SBBV",36,17,17,34
"SBBV",37,18,18,36
"SBBV",38,18,21,39
"SBBV",39,17,18,35
"SBBV",40,19,19,38
"SBBV",41,18,18,36
"SBBV",42,21,23,44
"SBBV",43,18,20,38
"SBBV",44,13,14,27
"SBBV",45,16,16,32
"SBBV",46,15,17,32
"SBBV",47,18,18,36
"SBBV",48,17,19,36
"SBBV",49,20,19,39
"SBBV",50,19,21,40
"SBBV",51,19,22,41
"SBBV",52,18,19,37
"SBBV",53,5,5,10
"SBAC",1,3,3,6
"SBAC",2,3,3,6
"SBAC",3,3,3,6
"SBAC",4,3,3,6
"SBAC",5,3,3,6
"SBAC",6,3,3,6
"SBAC",7,4,3,7
"SBAC",8,4,4,8
"SBAC",9,5,5,10
"SBAC",10,5,5,10
"SBAC",11,5,5,10
"SBAC",12,3,3,6
"SBAC",51,2,2,4
"SBAC",52,2,2,4
"SBAC",53,1,1,2
"SBUF",1,3,3,6
"SBUF",2,3,3,6
"SBUF",3,3,3,6
"SBUF",4,3,3,6
"SBUF",5,3,3,6
"SBUF",6,3,3,6
"SBUF",7,3,3,6
"SBUF",8,3,3,6
"SBUF",9,3,3,6
"SBUF",10,3,3,6
"SBUF",11,2,2,4
"SBUF",12,1,1,2
"SBCZ",1,7,7,14
"SBCZ",2,7,7,14
"SBCZ",3,6,6,12
"SBCZ",4,7,7,14
"SBCZ",5,7,7,14
"SBCZ",6,7,7,14
"SBCZ",7,7,7,14
"SBCZ",8,7,7,14
"SBCZ",9,7,7,14
"SBCZ",10,7,7,14
"SBCZ",11,7,7,14
"SBCZ",12,5,5,10
"SBCZ",13,1,2,3
"SBCZ",42,1,1,2
"SBCZ",43,4,4,8
"SBCZ",44,4,4,8
"SBCZ",45,5,5,10
"SBCZ",46,6,6,12
"SBCZ",47,6,6,12
"SBCZ",48,4,4,8
"SBCZ",49,5,5,10
"SBCZ",50,3,3,6
"SBCZ",51,6,6,12
"SBCZ",52,5,5,10
"SBCZ",53,1,1,2
"SBNF",1,163,162,325
"SBNF",2,172,172,344
"SBNF",3,176,177,353
"SBNF",4,170,170,340
"SBNF",5,166,166,332
"SBNF",6,161,161,322
"SBNF",7,154,154,308
"SBNF",8,132,132,264
"SBNF",9,156,156,312
"SBNF",10,156,156,312
"SBNF",11,155,153,308
"SBNF",12,81,81,162
"SBNF",13,6,7,13
"SBNF",14,2,2,4
"SBNF",15,1,1,2
"SBNF",18,2,1,3
"SBNF",19,5,7,12
"SBNF",20,7,7,14
"SBNF",21,8,9,17
"SBNF",22,9,9,18
"SBNF",23,6,9,15
"SBNF",24,17,17,34
"SBNF",25,21,23,44
"SBNF",26,23,24,47
"SBNF",27,33,32,65
"SBNF",28,41,40,81
"SBNF",29,41,43,84
"SBNF",30,41,41,82
"SBNF",31,43,43,86
"SBNF",32,46,46,92
"SBNF",33,44,44,88
"SBNF",34,52,52,104
"SBNF",35,51,52,103
"SBNF",36,52,51,103
"SBNF",37,50,49,99
"SBNF",38,63,60,123
"SBNF",39,60,60,120
"SBNF",40,66,67,133
"SBNF",41,72,71,143
"SBNF",42,78,79,157
"SBNF",43,74,75,149
"SBNF",44,81,81,162
"SBNF",45,104,106,210
"SBNF",46,104,105,209
"SBNF",47,110,110,220
"SBNF",48,105,105,210
"SBNF",49,109,110,219
"SBNF",50,108,108,216
"SBNF",51,123,123,246
"SBNF",52,113,114,227
"SBNF",53,32,33,65
"SBFI",1,200,197,397
"SBFI",2,204,206,410
"SBFI",3,203,202,405
"SBFI",4,194,196,390
"SBFI",5,188,190,378
"SBFI",6,173,173,346
"SBFI",7,176,177,353
"SBFI",8,165,166,331
"SBFI",9,175,173,348
"SBFI",10,167,167,334
"SBFI",11,162,163,325
"SBFI",12,104,104,208
"SBFI",13,14,17,31
"SBFI",14,3,3,6
"SBFI",15,3,3,6
"SBFI",18,2,2,4
"SBFI",19,5,5,10
"SBFI",20,5,5,10
"SBFI",21,6,6,12
"SBFI",22,6,6,12
"SBFI",23,10,10,20
"SBFI",24,7,8,15
"SBFI",25,10,10,20
"SBFI",26,10,10,20
"SBFI",27,15,14,29
"SBFI",28,13,14,27
"SBFI",29,14,14,28
"SBFI",30,12,12,24
"SBFI",31,13,13,26
"SBFI",32,13,13,26
"SBFI",33,13,14,27
"SBFI",34,17,17,34
"SBFI",35,18,17,35
"SBFI",36,21,21,42
"SBFI",37,19,19,38
"SBFI",38,20,20,40
"SBFI",39,20,20,40
"SBFI",40,30,31,61
"SBFI",41,40,38,78
"SBFI",42,46,47,93
"SBFI",43,38,39,77
"SBFI",44,50,48,98
"SBFI",45,59,60,119
"SBFI",46,61,60,121
"SBFI",47,58,59,117
"SBFI",48,57,56,113
"SBFI",49,59,59,118
"SBFI",50,60,61,121
"SBFI",51,80,81,161
"SBFI",52,85,87,172
"SBFI",53,22,26,48
"SBMA",1,24,24,48
"SBMA",2,26,26,52
"SBMA",3,28,28,56
"SBMA",4,24,25,49
"SBMA",5,26,26,52
"SBMA",6,28,28,56
"SBMA",7,28,28,56
"SBMA",8,24,24,48
"SBMA",9,23,23,46
"SBMA",10,29,29,58
"SBMA",11,23,23,46
"SBMA",12,13,14,27
"SBMA",13,2,2,4
"SBMA",14,1,1,2
"SBMA",15,1,1,2
"SBMA",16,2,1,3
"SBMA",17,3,1,4
"SBMA",18,3,3,6
"SBMA",19,7,7,14
"SBMA",20,20,19,39
"SBMA",21,4,4,8
"SBMA",22,4,4,8
"SBMA",23,4,4,8
"SBMA",24,4,4,8
"SBMA",25,5,5,10
"SBMA",26,7,8,15
"SBMA",27,5,5,10
"SBMA",28,5,5,10
"SBMA",29,6,6,12
"SBMA",30,7,7,14
"SBMA",31,6,6,12
"SBMA",32,6,6,12
"SBMA",33,7,7,14
"SBMA",34,11,11,22
"SBMA",35,12,12,24
"SBMA",36,14,13,27
"SBMA",37,16,16,32
"SBMA",38,16,16,32
"SBMA",39,16,16,32
"SBMA",40,18,18,36
"SBMA",41,20,20,40
"SBMA",42,23,23,46
"SBMA",43,25,25,50
"SBMA",44,23,23,46
"SBMA",45,23,23,46
"SBMA",46,22,22,44
"SBMA",47,22,22,44
"SBMA",48,23,23,46
"SBMA",49,22,22,44
"SBMA",50,22,22,44
"SBMA",51,24,24,48
"SBMA",52,22,23,45
"SBMA",53,7,6,13
"SBUG",1,4,4,8
"SBUG",2,5,5,10
"SBUG",3,3,3,6
"SBUG",4,4,4,8
"SBUG",5,4,4,8
"SBUG",6,4,4,8
"SBUG",7,4,4,8
"SBUG",8,4,4,8
"SBUG",9,4,4,8
"SBUG",10,4,4,8
"SBUG",11,4,4,8
"SBUG",12,3,2,5
"SBVG",1,2,2,4
"SBVG",2,2,2,4
"SBVG",3,2,2,4
"SBVG",4,2,2,4
"SBVG",5,2,2,4
"SBVG",6,2,2,4
"SBVG",7,2,2,4
"SBVG",8,3,3,6
"SBVG",9,4,4,8
"SBVG",10,3,3,6
"SBVG",11,2,2,4
"SBVG",12,1,1,2
"SBJI",1,6,6,12
"SBJI",2,6,6,12
"SBJI",3,7,7,14
"SBJI",4,7,7,14
"SBJI",5,7,6,13
"SBJI",6,7,7,14
"SBJI",7,8,8,16
"SBJI",8,4,4,8
"SBJI",9,6,6,12
"SBJI",10,7,7,14
"SBJI",11,7,7,14
"SBJI",12,6,6,12
"SBTF",1,7,7,14
"SBTF",2,7,7,14
"SBTF",3,8,8,16
"SBTF",4,7,7,14
"SBTF",5,7,7,14
"SBTF",6,8,8,16
